Gebiet Name,GEBIET_NAME-3,Indikator Jahr,Year,Benzin,Benzin Car,Benzin Car %,Diesel,Diesel Car,Diesel Car %,Elektro,Elektro Car,Elektro Car %,Hybrid,Hybrid Car,Hybrid Car %,Motorad,Motorrad Neu,Motorradp1000,neu Pw pro 1000,Other motor car,Other motor Car %,Othermotor,PW,Pw neu,Unfall pro 1000
Weisslingen,Weisslingen,01.01.2016,01.01.2016,69.4,1417.148,14.17148,28.6,584.012,5.84012,0.5,10.21,0.1021,1.4,28.588,0.28588,326,17,100.2,43.3,2.042,0.02042,0.1,2042,141,4.9
Weisslingen,Weisslingen,01.01.2017,01.01.2017,67.7,1391.912,13.91912,29.6,608.576,6.08576,0.8,16.448,0.16448,1.8,37.008,0.37008,306,9,93.8,29.1,2.056,0.02056,0.1,2056,95,5.1
Weisslingen,Weisslingen,01.01.2018,01.01.2018,68,1444.32,14.4432,29,615.96,6.1596,0.9,19.116,0.19116,1.9,40.356,0.40356,323,12,97.8,29.4,2.124,0.02124,0.1,2124,97,7.1
Weisslingen,Weisslingen,01.01.2019,01.01.2019,67.6,1427.036,14.27036,28.7,605.857,6.05857,1.2,25.332,0.25332,2.4,50.664,0.50664,347,19,102.5,31,2.111,0.02111,0.1,2111,105,5.9
Weisslingen,Weisslingen,01.01.2020,01.01.2020,67.6,1429.064,14.29064,27.5,581.35,5.8135,1.9,40.166,0.40166,2.9,61.306,0.61306,347,10,103,23.7,2.114,0.02114,0.1,2114,80,5.9
Weisslingen,Weisslingen,01.01.2021,01.01.2021,66,1420.32,14.2032,27.3,587.496,5.87496,2.5,53.8,0.538,4.1,88.232,0.88232,371,29,110.1,31.5,2.152,0.02152,0.1,2152,106,8.1
Weisslingen,Weisslingen,01.01.2022,01.01.2022,64.6,1411.51,14.1151,25.7,561.545,5.61545,3.8,83.03,0.8303,5.8,126.73,1.2673,393,19,114.3,22.7,2.185,0.02185,0.1,2185,78,5.8
,Weisslingen,,01.01.2023,63.7,1384.201,13.84201,24.6,534.558,5.34558,4.9,106.477,1.06477,6.6,143.418,1.43418,387,18,112.7,22.4,2.173,0.02173,0.1,2173,77,
,Wila,,01.01.2002,93.3,982.449,9.82449,6.7,70.551,0.70551,0,0,0,0,0,0,177,6,96.3,26.1,0,0,0,1053,48,
,Wila,,01.01.2003,92.8,979.968,9.79968,7.2,76.032,0.76032,0,0,0,0,0,0,182,6,99.3,33.8,0,0,0,1056,62,
,Wila,,01.01.2004,91.6,973.708,9.73708,8.4,89.292,0.89292,0,0,0,0,0,0,192,11,105.3,29.1,0,0,0,1063,53,
,Wila,,01.01.2005,89.3,974.263,9.74263,10.5,114.555,1.14555,0,0,0,0,0,0,202,13,110.9,24.7,3.273,0.03273,0.3,1091,45,
,Wila,,01.01.2006,88.3,1001.322,10.01322,11.5,130.41,1.3041,0,0,0,0.2,2.268,0.02268,209,11,113.3,25.5,1.134,0.01134,0.1,1134,47,
,Wila,,01.01.2007,88.3,1012.801,10.12801,11.3,129.611,1.29611,0,0,0,0.3,3.441,0.03441,212,4,113.9,29.5,2.294,0.02294,0.2,1147,55,
,Wila,,01.01.2008,87.1,1011.231,10.11231,12.4,143.964,1.43964,0,0,0,0.3,3.483,0.03483,220,15,115.6,23.6,2.322,0.02322,0.2,1161,45,
,Wila,,01.01.2009,85.7,1038.684,10.38684,13.7,166.044,1.66044,0,0,0,0.4,4.848,0.04848,231,9,121.6,23.2,2.424,0.02424,0.2,1212,44,
Wila,Wila,01.01.2010,01.01.2010,84.2,1031.45,10.3145,15.3,187.425,1.87425,0,0,0,0.3,3.675,0.03675,234,11,122.3,35,2.45,0.0245,0.2,1225,67,7.2
Wila,Wila,01.01.2011,01.01.2011,83.2,1042.496,10.42496,16.2,202.986,2.02986,0,0,0,0.5,6.265,0.06265,226,7,116.9,29,1.253,0.01253,0.1,1253,56,8.4
Wila,Wila,01.01.2012,01.01.2012,82.3,1078.953,10.78953,17,222.87,2.2287,0,0,0,0.7,9.177,0.09177,239,15,125.3,38.3,0,0,0,1311,73,6.2
Wila,Wila,01.01.2013,01.01.2013,80.4,1046.808,10.46808,18.8,244.776,2.44776,0.1,1.302,0.01302,0.8,10.416,0.10416,232,10,119.5,31.9,0,0,0,1302,62,6.3
Wila,Wila,01.01.2014,01.01.2014,77,910.91,9.1091,21.9,259.077,2.59077,0.1,1.183,0.01183,0.9,10.647,0.10647,202,12,105.4,29.2,0,0,0,1183,56,7.3
Wila,Wila,01.01.2015,01.01.2015,74.2,882.98,8.8298,24.4,290.36,2.9036,0.2,2.38,0.0238,1.3,15.47,0.1547,208,12,108.3,29.2,0,0,0,1190,56,6.7
Wila,Wila,01.01.2016,01.01.2016,71.4,880.362,8.80362,27.3,336.609,3.36609,0.2,2.466,0.02466,1.1,13.563,0.13563,216,12,112.1,33.7,0,0,0,1233,65,5.2
Wila,Wila,01.01.2017,01.01.2017,69.6,876.264,8.76264,28.4,357.556,3.57556,0.2,2.518,0.02518,1.8,22.662,0.22662,201,12,103.6,28.9,0,0,0,1259,56,8.6
Wila,Wila,01.01.2018,01.01.2018,68.4,872.784,8.72784,29.1,371.316,3.71316,0.5,6.38,0.0638,1.9,24.244,0.24244,190,9,96.2,30.4,1.276,0.01276,0.1,1276,60,3.6
Wila,Wila,01.01.2019,01.01.2019,67,836.83,8.3683,29.7,370.953,3.70953,1,12.49,0.1249,2.2,27.478,0.27478,191,8,96.9,28.4,1.249,0.01249,0.1,1249,56,11.6
Wila,Wila,01.01.2020,01.01.2020,65.9,837.589,8.37589,29.5,374.945,3.74945,1.3,16.523,0.16523,3.2,40.672,0.40672,206,6,104.1,21.7,1.271,0.01271,0.1,1271,43,9.5
Wila,Wila,01.01.2021,01.01.2021,64.1,798.045,7.98045,29.8,371.01,3.7101,2.3,28.635,0.28635,3.7,46.065,0.46065,193,13,96.7,19.5,1.245,0.01245,0.1,1245,39,4.5
Wila,Wila,01.01.2022,01.01.2022,62.9,782.476,7.82476,29.2,363.248,3.63248,3.3,41.052,0.41052,4.5,55.98,0.5598,211,13,104.7,19.8,1.244,0.01244,0.1,1244,40,5.9
,Wila,,01.01.2023,61.3,780.349,7.80349,28.2,358.986,3.58986,3.9,49.647,0.49647,6.5,82.745,0.82745,223,14,109.1,17.6,1.273,0.01273,0.1,1273,36,
,Wildberg,,01.01.2002,92.7,440.325,4.40325,7.3,34.675,0.34675,0,0,0,0,0,0,81,4,88.9,30.7,0,0,0,475,28,
,Wildberg,,01.01.2003,91.6,434.184,4.34184,8.4,39.816,0.39816,0,0,0,0,0,0,85,6,91.9,19.5,0,0,0,474,18,
,Wildberg,,01.01.2004,91,431.34,4.3134,9,42.66,0.4266,0,0,0,0,0,0,89,5,96.7,27.2,0,0,0,474,25,
,Wildberg,,01.01.2005,91.6,433.268,4.33268,8.4,39.732,0.39732,0,0,0,0,0,0,92,4,100.5,16.4,0,0,0,473,15,
,Wildberg,,01.01.2006,90.7,415.406,4.15406,9.3,42.594,0.42594,0,0,0,0,0,0,86,6,96.5,21.3,0,0,0,458,19,
,Wildberg,,01.01.2007,90.1,415.361,4.15361,9.7,44.717,0.44717,0,0,0,0.2,0.922,0.00922,74,7,82.9,21.3,0,0,0,461,19,
,Wildberg,,01.01.2008,89.2,425.484,4.25484,10.6,50.562,0.50562,0,0,0,0.2,0.954,0.00954,81,3,90.2,23.4,0,0,0,477,21,
,Wildberg,,01.01.2009,86.2,426.69,4.2669,13.4,66.33,0.6633,0,0,0,0.2,0.99,0.0099,85,2,90.6,28.8,0.99,0.0099,0.2,495,27,
Wildberg,Wildberg,01.01.2010,01.01.2010,83.8,428.218,4.28218,15.6,79.716,0.79716,0,0,0,0.2,1.022,0.01022,88,4,93.9,26.7,2.044,0.02044,0.4,511,25,9.3
Wildberg,Wildberg,01.01.2011,01.01.2011,82.1,420.352,4.20352,17.5,89.6,0.896,0,0,0,0.2,1.024,0.01024,81,4,83.9,22.8,1.024,0.01024,0.2,512,22,6.1
Wildberg,Wildberg,01.01.2012,01.01.2012,79.2,415.008,4.15008,20.4,106.896,1.06896,0,0,0,0.2,1.048,0.01048,87,6,88.7,26.5,1.048,0.01048,0.2,524,26,8
Wildberg,Wildberg,01.01.2013,01.01.2013,75.4,392.834,3.92834,24.2,126.082,1.26082,0,0,0,0.2,1.042,0.01042,92,10,91.8,26.9,1.042,0.01042,0.2,521,27,2
Wildberg,Wildberg,01.01.2014,01.01.2014,74.7,486.297,4.86297,24.4,158.844,1.58844,0,0,0,0.6,3.906,0.03906,120,4,121.8,36.5,1.953,0.01953,0.3,651,36,7.1
Wildberg,Wildberg,01.01.2015,01.01.2015,74.4,479.88,4.7988,24.5,158.025,1.58025,0.2,1.29,0.0129,0.6,3.87,0.0387,120,9,121.1,18.2,1.935,0.01935,0.3,645,18,8.9
Wildberg,Wildberg,01.01.2016,01.01.2016,73.5,470.4,4.704,25.5,163.2,1.632,0.2,1.28,0.0128,0.5,3.2,0.032,115,4,114.3,39.8,1.92,0.0192,0.3,640,40,3.1
Wildberg,Wildberg,01.01.2017,01.01.2017,72.3,457.659,4.57659,26.4,167.112,1.67112,0.2,1.266,0.01266,0.8,5.064,0.05064,107,8,109.2,22.4,1.899,0.01899,0.3,633,22,8
Wildberg,Wildberg,01.01.2018,01.01.2018,71,456.53,4.5653,26.8,172.324,1.72324,0.6,3.858,0.03858,1.3,8.359,0.08359,98,4,98.6,29.2,1.929,0.01929,0.3,643,29,14
Wildberg,Wildberg,01.01.2019,01.01.2019,69.4,447.63,4.4763,27.5,177.375,1.77375,0.8,5.16,0.0516,2,12.9,0.129,109,6,108.8,31.9,1.935,0.01935,0.3,645,32,6.1
Wildberg,Wildberg,01.01.2020,01.01.2020,70,448,4.48,26.6,170.24,1.7024,0.8,5.12,0.0512,2.4,15.36,0.1536,123,9,125.3,23.4,1.92,0.0192,0.3,640,23,3
Wildberg,Wildberg,01.01.2021,01.01.2021,69.3,452.529,4.52529,25.6,167.168,1.67168,0.9,5.877,0.05877,3.9,25.467,0.25467,125,10,123.9,21.8,1.959,0.01959,0.3,653,22,9.8
Wildberg,Wildberg,01.01.2022,01.01.2022,67.9,447.461,4.47461,25.5,168.045,1.68045,1.7,11.203,0.11203,4.6,30.314,0.30314,123,5,120.6,13.7,1.977,0.01977,0.3,659,14,11.7
,Wildberg,,01.01.2023,66,438.9,4.389,26.2,174.23,1.7423,1.7,11.305,0.11305,5.9,39.235,0.39235,125,10,121.6,9.7,1.995,0.01995,0.3,665,10,
,Dübendorf,,01.01.2002,95.3,8798.096,87.98096,4.7,433.904,4.33904,0,0,0,0,0,0,914,51,41,30.5,0,0,0,9232,681,
,Dübendorf,,01.01.2003,93.8,8746.85,87.4685,6.1,568.825,5.68825,0,0,0,0,0,0,974,82,43.1,26.2,0,0,0,9325,592,
,Dübendorf,,01.01.2004,92.5,8610.825,86.10825,7.4,688.866,6.88866,0,0,0,0,0,0,1028,74,45.7,26.3,0,0,0,9309,591,
,Dübendorf,,01.01.2005,91,8461.18,84.6118,8.9,827.522,8.27522,0,0,0,0,0,0,1031,69,46.1,24.4,9.298,0.09298,0.1,9298,547,
,Dübendorf,,01.01.2006,89.1,8262.243,82.62243,10.7,992.211,9.92211,0,0,0,0.1,9.273,0.09273,1039,70,46.1,24.6,9.273,0.09273,0.1,9273,554,
,Dübendorf,,01.01.2007,87.3,8117.154,81.17154,12.3,1143.654,11.43654,0,0,0,0.3,27.894,0.27894,1087,86,47.8,25.7,18.596,0.18596,0.2,9298,585,
,Dübendorf,,01.01.2008,85,8059.7,80.597,14.4,1365.408,13.65408,0,0,0,0.3,28.446,0.28446,1131,81,48.8,26.3,28.446,0.28446,0.3,9482,609,
,Dübendorf,,01.01.2009,83.2,10518.976,105.18976,16.2,2048.166,20.48166,0,0,0,0.4,50.572,0.50572,1486,98,62.7,29.7,25.286,0.25286,0.2,12643,704,
Dübendorf,Dübendorf,01.01.2010,01.01.2010,81.3,10370.628,103.70628,17.9,2283.324,22.83324,0,0,0,0.6,76.536,0.76536,1497,75,62.2,29.7,38.268,0.38268,0.3,12756,716,9.4
Dübendorf,Dübendorf,01.01.2011,01.01.2011,79.5,10367.595,103.67595,19.5,2542.995,25.42995,0,0,0,0.6,78.246,0.78246,1539,117,61.9,39.4,39.123,0.39123,0.3,13041,980,9.8
Dübendorf,Dübendorf,01.01.2012,01.01.2012,76.9,10257.691,102.57691,22,2934.58,29.3458,0,0,0,0.8,106.712,1.06712,1557,88,62,43.5,40.017,0.40017,0.3,13339,1094,9.2
Dübendorf,Dübendorf,01.01.2013,01.01.2013,74.6,10100.094,101.00094,24.2,3276.438,32.76438,0.1,13.539,0.13539,0.9,121.851,1.21851,1574,105,62.2,41.7,40.617,0.40617,0.3,13539,1054,7.9
Dübendorf,Dübendorf,01.01.2014,01.01.2014,72.5,9845.5,98.455,26,3530.8,35.308,0.2,27.16,0.2716,1,135.8,1.358,1621,107,63,39.4,40.74,0.4074,0.3,13580,1014,7.2
Dübendorf,Dübendorf,01.01.2015,01.01.2015,70.9,9733.152,97.33152,27.3,3747.744,37.47744,0.2,27.456,0.27456,1.3,178.464,1.78464,1661,100,63.2,42.5,41.184,0.41184,0.3,13728,1117,8.9
Dübendorf,Dübendorf,01.01.2016,01.01.2016,68.7,9527.316,95.27316,29.2,4049.456,40.49456,0.4,55.472,0.55472,1.4,194.152,1.94152,1698,101,63.5,40.1,41.604,0.41604,0.3,13868,1073,9.4
Dübendorf,Dübendorf,01.01.2017,01.01.2017,67.7,9400.822,94.00822,30.1,4179.686,41.79686,0.4,55.544,0.55544,1.5,208.29,2.0829,1731,108,62.9,38.6,41.658,0.41658,0.3,13886,1062,8.6
Dübendorf,Dübendorf,01.01.2018,01.01.2018,66.8,9415.46,94.1546,30.3,4270.785,42.70785,0.6,84.57,0.8457,2,281.9,2.819,1843,128,65.8,35.4,56.38,0.5638,0.4,14095,992,7.3
Dübendorf,Dübendorf,01.01.2019,01.01.2019,66.3,9559.797,95.59797,30.1,4340.119,43.40119,0.8,115.352,1.15352,2.4,346.056,3.46056,1967,130,68.8,39.1,57.676,0.57676,0.4,14419,1118,7.5
Dübendorf,Dübendorf,01.01.2020,01.01.2020,65.2,9498.988,94.98988,30,4370.7,43.707,1.2,174.828,1.74828,3.2,466.208,4.66208,2108,146,72.1,28.9,58.276,0.58276,0.4,14569,845,8
Dübendorf,Dübendorf,01.01.2021,01.01.2021,63.7,9441.614,94.41614,28.8,4268.736,42.68736,2,296.44,2.9644,5,741.1,7.411,2158,161,72.3,31,59.288,0.59288,0.4,14822,926,8.5
Dübendorf,Dübendorf,01.01.2022,01.01.2022,62.6,9274.816,92.74816,27.3,4044.768,40.44768,2.8,414.848,4.14848,6.8,1007.488,10.07488,2160,130,70.8,27.1,59.264,0.59264,0.4,14816,827,9.9
,Dübendorf,,01.01.2023,60.7,9067.973,90.67973,26,3884.14,38.8414,4,597.56,5.9756,8.8,1314.632,13.14632,2258,134,73.5,28.7,59.756,0.59756,0.4,14939,881,
,Egg,,01.01.2002,96.1,3749.822,37.49822,3.9,152.178,1.52178,0,0,0,0,0,0,413,24,55.8,41.9,0,0,0,3902,310,
,Egg,,01.01.2003,94.5,3836.7,38.367,5.5,223.3,2.233,0,0,0,0,0,0,441,37,57.3,36.7,0,0,0,4060,282,
,Egg,,01.01.2004,93.3,3836.496,38.36496,6.7,275.504,2.75504,0,0,0,0,0,0,465,39,60.3,32.6,0,0,0,4112,251,
,Egg,,01.01.2005,91.7,3839.479,38.39479,8.3,347.521,3.47521,0,0,0,0,0,0,471,34,60.4,40.4,0,0,0,4187,315,
,Egg,,01.01.2006,90.2,3825.382,38.25382,9.6,407.136,4.07136,0,0,0,0.2,8.482,0.08482,474,26,61.2,33.6,0,0,0,4241,260,
,Egg,,01.01.2007,89,3799.41,37.9941,10.6,452.514,4.52514,0,0,0,0.3,12.807,0.12807,481,37,61,35.9,4.269,0.04269,0.1,4269,283,
,Egg,,01.01.2008,87.3,3812.391,38.12391,12.2,532.774,5.32774,0,0,0,0.3,13.101,0.13101,520,40,65.6,33.3,8.734,0.08734,0.2,4367,264,
,Egg,,01.01.2009,85.6,3762.976,37.62976,13.7,602.252,6.02252,0,0,0,0.4,17.584,0.17584,552,41,69.1,28.9,13.188,0.13188,0.3,4396,231,
Egg,Egg,01.01.2010,01.01.2010,83.8,3745.86,37.4586,15.4,688.38,6.8838,0,0,0,0.5,22.35,0.2235,595,34,74.1,31.4,13.41,0.1341,0.3,4470,252,8
Egg,Egg,01.01.2011,01.01.2011,82.1,3696.963,36.96963,16.9,761.007,7.61007,0,0,0,0.7,31.521,0.31521,602,38,75.3,36.6,13.509,0.13509,0.3,4503,293,7.5
Egg,Egg,01.01.2012,01.01.2012,78.7,3651.68,36.5168,19.9,923.36,9.2336,0,0,0,1.1,51.04,0.5104,615,40,74.9,41,13.92,0.1392,0.3,4640,337,8.9
Egg,Egg,01.01.2013,01.01.2013,76.1,3571.373,35.71373,22.1,1037.153,10.37153,0.1,4.693,0.04693,1.3,61.009,0.61009,632,33,76.1,39.6,14.079,0.14079,0.3,4693,329,6.4
Egg,Egg,01.01.2014,01.01.2014,74.3,3492.1,34.921,23.6,1109.2,11.092,0.2,9.4,0.094,1.6,75.2,0.752,653,40,78.9,34,18.8,0.188,0.4,4700,281,9.2
Egg,Egg,01.01.2015,01.01.2015,72.3,3437.865,34.37865,25.2,1198.26,11.9826,0.3,14.265,0.14265,1.8,85.59,0.8559,674,43,80.9,31.8,19.02,0.1902,0.4,4755,265,9.8
Egg,Egg,01.01.2016,01.01.2016,70.5,3438.99,34.3899,26.7,1302.426,13.02426,0.3,14.634,0.14634,2.1,102.438,1.02438,695,43,83,38.7,19.512,0.19512,0.4,4878,324,9.1
Egg,Egg,01.01.2017,01.01.2017,69.1,3356.878,33.56878,27.7,1345.666,13.45666,0.5,24.29,0.2429,2.4,116.592,1.16592,720,46,85.8,36,19.432,0.19432,0.4,4858,302,11
Egg,Egg,01.01.2018,01.01.2018,68.4,3314.664,33.14664,27.7,1342.342,13.42342,0.6,29.076,0.29076,2.9,140.534,1.40534,712,33,84.3,32.5,19.384,0.19384,0.4,4846,274,8.6
Egg,Egg,01.01.2019,01.01.2019,68,3353.08,33.5308,27.4,1351.094,13.51094,0.9,44.379,0.44379,3.3,162.723,1.62723,742,42,86.5,33,19.724,0.19724,0.4,4931,283,9.8
Egg,Egg,01.01.2020,01.01.2020,66.7,3341.67,33.4167,27.5,1377.75,13.7775,1.3,65.13,0.6513,4,200.4,2.004,800,57,91.1,26.9,20.04,0.2004,0.4,5010,236,8.5
Egg,Egg,01.01.2021,01.01.2021,64.9,3274.854,32.74854,27.3,1377.558,13.77558,2.2,111.012,1.11012,5.3,267.438,2.67438,807,53,91.5,26.4,20.184,0.20184,0.4,5046,233,8.4
Egg,Egg,01.01.2022,01.01.2022,63.4,3171.268,31.71268,26.1,1305.522,13.05522,3,150.06,1.5006,7,350.14,3.5014,810,45,91.8,23.2,20.008,0.20008,0.4,5002,205,9.5
,Egg,,01.01.2023,62.2,3075.79,30.7579,25.3,1251.085,12.51085,3.9,192.855,1.92855,8.2,405.49,4.0549,797,48,90.9,23.4,19.78,0.1978,0.4,4945,205,
,Fällanden,,01.01.2002,95.7,3626.073,36.26073,4.2,159.138,1.59138,0,0,0,0,0,0,492,37,75.3,45.8,0,0,0,3789,299,
,Fällanden,,01.01.2003,94.7,3650.685,36.50685,5.3,204.315,2.04315,0,0,0,0,0,0,506,37,76.2,39.3,0,0,0,3855,261,
,Fällanden,,01.01.2004,93.1,3669.071,36.69071,6.8,267.988,2.67988,0,0,0,0,0,0,544,39,81.1,37.1,0,0,0,3941,249,
,Fällanden,,01.01.2005,92.2,3642.822,36.42822,7.8,308.178,3.08178,0,0,0,0,0,0,558,50,80.5,37.4,0,0,0,3951,259,
,Fällanden,,01.01.2006,90.7,3551.812,35.51812,9.1,356.356,3.56356,0,0,0,0.2,7.832,0.07832,594,46,85.6,37.9,3.916,0.03916,0.1,3916,263,
,Fällanden,,01.01.2007,88.6,3528.052,35.28052,11,438.02,4.3802,0,0,0,0.3,11.946,0.11946,606,55,87.8,40.3,3.982,0.03982,0.1,3982,278,
,Fällanden,,01.01.2008,86,3574.16,35.7416,13.3,552.748,5.52748,0,0,0,0.5,20.78,0.2078,629,46,87.6,39.6,8.312,0.08312,0.2,4156,284,
,Fällanden,,01.01.2009,84.7,3612.455,36.12455,14.4,614.16,6.1416,0,0,0,0.6,25.59,0.2559,650,60,83.7,32.3,12.795,0.12795,0.3,4265,251,
Fällanden,Fällanden,01.01.2010,01.01.2010,82.8,3598.488,35.98488,16.2,704.052,7.04052,0,0,0,0.7,30.422,0.30422,654,44,83.8,39.2,13.038,0.13038,0.3,4346,306,5.9
Fällanden,Fällanden,01.01.2011,01.01.2011,80.5,3521.07,35.2107,18.3,800.442,8.00442,0,0,0,0.9,39.366,0.39366,673,56,84.4,44.5,13.122,0.13122,0.3,4374,355,6.1
Fällanden,Fällanden,01.01.2012,01.01.2012,78.2,3443.928,34.43928,20.5,902.82,9.0282,0,0,0,1.1,48.444,0.48444,676,52,83.9,42.9,13.212,0.13212,0.3,4404,346,5.1
Fällanden,Fällanden,01.01.2013,01.01.2013,76,3373.64,33.7364,22.2,985.458,9.85458,0,0,0,1.3,57.707,0.57707,700,56,86.8,38.1,22.195,0.22195,0.5,4439,307,5.2
Fällanden,Fällanden,01.01.2014,01.01.2014,73.1,3253.681,32.53681,24.8,1103.848,11.03848,0.1,4.451,0.04451,1.6,71.216,0.71216,700,43,86,39.9,17.804,0.17804,0.4,4451,325,6
Fällanden,Fällanden,01.01.2015,01.01.2015,71,3214.88,32.1488,26.4,1195.392,11.95392,0.2,9.056,0.09056,1.9,86.032,0.86032,691,60,84.5,41.2,22.64,0.2264,0.5,4528,337,6.5
Fällanden,Fällanden,01.01.2016,01.01.2016,69.2,3154.828,31.54828,28.2,1285.638,12.85638,0.3,13.677,0.13677,1.9,86.621,0.86621,722,50,86.6,38.7,18.236,0.18236,0.4,4559,323,6.8
Fällanden,Fällanden,01.01.2017,01.01.2017,67.5,3128.625,31.28625,29.6,1371.96,13.7196,0.5,23.175,0.23175,2,92.7,0.927,748,62,89,39.4,18.54,0.1854,0.4,4635,331,6.6
Fällanden,Fällanden,01.01.2018,01.01.2018,66.9,3138.948,31.38948,29.8,1398.216,13.98216,0.6,28.152,0.28152,2.2,103.224,1.03224,773,45,90.1,36.5,18.768,0.18768,0.4,4692,313,5.9
Fällanden,Fällanden,01.01.2019,01.01.2019,66.9,3095.463,30.95463,29.2,1351.084,13.51084,0.7,32.389,0.32389,2.7,124.929,1.24929,791,47,91.4,31.6,13.881,0.13881,0.3,4627,273,6.1
Fällanden,Fällanden,01.01.2020,01.01.2020,66.4,3117.48,31.1748,28.3,1328.685,13.28685,1.4,65.73,0.6573,3.6,169.02,1.6902,850,60,97.9,32.5,14.085,0.14085,0.3,4695,282,7.3
Fällanden,Fällanden,01.01.2021,01.01.2021,64.4,3111.164,31.11164,27.6,1333.356,13.33356,2.1,101.451,1.01451,5.7,275.367,2.75367,890,70,99.8,34,9.662,0.09662,0.2,4831,303,6.3
Fällanden,Fällanden,01.01.2022,01.01.2022,63.4,3121.182,31.21182,25.9,1275.057,12.75057,3,147.69,1.4769,7.4,364.302,3.64302,898,50,96.2,25.3,14.769,0.14769,0.3,4923,236,6.1
,Fällanden,,01.01.2023,61.8,3056.628,30.56628,24.6,1216.716,12.16716,4.5,222.57,2.2257,8.9,440.194,4.40194,923,49,97.7,26.1,9.892,0.09892,0.2,4946,247,
,Greifensee,,01.01.2002,95.7,2360.919,23.60919,4.3,106.081,1.06081,0,0,0,0,0,0,252,15,47.9,30.6,0,0,0,2467,161,
,Greifensee,,01.01.2003,94.6,2286.482,22.86482,5.4,130.518,1.30518,0,0,0,0,0,0,254,22,48.7,28.4,0,0,0,2417,148,
,Greifensee,,01.01.2004,93.6,2276.352,22.76352,6.3,153.216,1.53216,0,0,0,0,0,0,287,13,55.1,26.1,0,0,0,2432,136,
,Greifensee,,01.01.2005,92.4,2204.664,22.04664,7.5,178.95,1.7895,0,0,0,0,0,0,273,19,52.5,27.1,2.386,0.02386,0.1,2386,141,
,Greifensee,,01.01.2006,90.8,2155.592,21.55592,8.8,208.912,2.08912,0,0,0,0.3,7.122,0.07122,278,14,54.4,28.2,2.374,0.02374,0.1,2374,144,
,Greifensee,,01.01.2007,89,2049.67,20.4967,10.5,241.815,2.41815,0,0,0,0.3,6.909,0.06909,270,21,53.5,28.7,4.606,0.04606,0.2,2303,145,
,Greifensee,,01.01.2008,87.5,2014.25,20.1425,11.8,271.636,2.71636,0,0,0,0.4,9.208,0.09208,263,22,54.6,28,6.906,0.06906,0.3,2302,135,
,Greifensee,,01.01.2009,85.7,1968.529,19.68529,13.5,310.095,3.10095,0,0,0,0.5,11.485,0.11485,286,25,57.5,21.5,9.188,0.09188,0.4,2297,107,
Greifensee,Greifensee,01.01.2010,01.01.2010,84.1,1960.371,19.60371,15.2,354.312,3.54312,0,0,0,0.5,11.655,0.11655,282,12,56.8,23.6,6.993,0.06993,0.3,2331,117,2.4
Greifensee,Greifensee,01.01.2011,01.01.2011,82.7,1940.969,19.40969,16.5,387.255,3.87255,0,0,0,0.5,11.735,0.11735,285,20,55.9,27.5,7.041,0.07041,0.3,2347,140,2.5
Greifensee,Greifensee,01.01.2012,01.01.2012,80.8,1922.232,19.22232,18.3,435.357,4.35357,0,0,0,0.5,11.895,0.11895,300,14,58.6,32.8,7.137,0.07137,0.3,2379,168,2.3
Greifensee,Greifensee,01.01.2013,01.01.2013,77.9,1886.738,18.86738,21,508.62,5.0862,0.1,2.422,0.02422,0.7,16.954,0.16954,300,16,57.5,29,9.688,0.09688,0.4,2422,151,4.9
Greifensee,Greifensee,01.01.2014,01.01.2014,76.5,1859.715,18.59715,22.2,539.682,5.39682,0.1,2.431,0.02431,0.9,21.879,0.21879,301,22,56.7,27.5,7.293,0.07293,0.3,2431,146,4.5
Greifensee,Greifensee,01.01.2015,01.01.2015,74.7,1821.186,18.21186,23.6,575.368,5.75368,0.1,2.438,0.02438,1.3,31.694,0.31694,312,20,58.9,28.3,4.876,0.04876,0.2,2438,150,3
Greifensee,Greifensee,01.01.2016,01.01.2016,72.6,1763.454,17.63454,25.3,614.537,6.14537,0.2,4.858,0.04858,1.5,36.435,0.36435,323,19,60.3,26.5,7.287,0.07287,0.3,2429,142,3
Greifensee,Greifensee,01.01.2017,01.01.2017,71.1,1711.377,17.11377,26.2,630.634,6.30634,0.3,7.221,0.07221,2.1,50.547,0.50547,319,25,59.4,22,7.221,0.07221,0.3,2407,118,4.1
Greifensee,Greifensee,01.01.2018,01.01.2018,70.4,1688.192,16.88192,26.5,635.47,6.3547,0.5,11.99,0.1199,2.4,57.552,0.57552,347,15,64.9,22.6,7.194,0.07194,0.3,2398,121,2.8
Greifensee,Greifensee,01.01.2019,01.01.2019,69.8,1661.24,16.6124,25.9,616.42,6.1642,0.8,19.04,0.1904,3.3,78.54,0.7854,335,20,62.6,22.6,7.14,0.0714,0.3,2380,121,3.7
Greifensee,Greifensee,01.01.2020,01.01.2020,68.8,1649.136,16.49136,26,623.22,6.2322,1.1,26.367,0.26367,3.8,91.086,0.91086,339,28,63,18,7.191,0.07191,0.3,2397,97,4.1
Greifensee,Greifensee,01.01.2021,01.01.2021,67.2,1627.584,16.27584,24.7,598.234,5.98234,1.6,38.752,0.38752,5.9,142.898,1.42898,363,26,68.5,18.5,12.11,0.1211,0.5,2422,98,4.3
