Gebiet Name,GEBIET_NAME-3,Indikator Jahr,Year,Benzin,Benzin Car,Benzin Car %,Diesel,Diesel Car,Diesel Car %,Elektro,Elektro Car,Elektro Car %,Hybrid,Hybrid Car,Hybrid Car %,Motorad,Motorrad Neu,Motorradp1000,neu Pw pro 1000,Other motor car,Other motor Car %,Othermotor,PW,Pw neu,Unfall pro 1000
Dällikon,Dällikon,01.01.2010,01.01.2010,78.3,1821.258,18.21258,20.9,486.134,4.86134,0,0,0,0.5,11.63,0.1163,329,19,92.1,44.2,6.978,0.06978,0.3,2326,158,5.8
Dällikon,Dällikon,01.01.2011,01.01.2011,74.6,1724.752,17.24752,24.5,566.44,5.6644,0,0,0,0.5,11.56,0.1156,331,23,91.8,49.7,9.248,0.09248,0.4,2312,179,6.3
Dällikon,Dällikon,01.01.2012,01.01.2012,72.2,1743.63,17.4363,26.8,647.22,6.4722,0,0,0,0.8,19.32,0.1932,343,22,94.2,61.2,7.245,0.07245,0.3,2415,223,7.3
Dällikon,Dällikon,01.01.2013,01.01.2013,70.8,1735.308,17.35308,28,686.28,6.8628,0,0,0,0.9,22.059,0.22059,344,23,92.4,45.4,4.902,0.04902,0.2,2451,169,7.2
Dällikon,Dällikon,01.01.2014,01.01.2014,69.3,1723.491,17.23491,29.3,728.691,7.28691,0.1,2.487,0.02487,1,24.87,0.2487,361,22,96.4,40.8,7.461,0.07461,0.3,2487,153,5.4
Dällikon,Dällikon,01.01.2015,01.01.2015,68.1,1738.593,17.38593,30.3,773.559,7.73559,0.1,2.553,0.02553,1.1,28.083,0.28083,355,32,91,46.9,7.659,0.07659,0.3,2553,183,6.3
Dällikon,Dällikon,01.01.2016,01.01.2016,66.4,1741.672,17.41672,31.8,834.114,8.34114,0.2,5.246,0.05246,1.3,34.099,0.34099,371,32,93.9,41,7.869,0.07869,0.3,2623,162,5.4
Dällikon,Dällikon,01.01.2017,01.01.2017,65.3,1740.245,17.40245,32.7,871.455,8.71455,0.3,7.995,0.07995,1.4,37.31,0.3731,399,21,98.1,43,10.66,0.1066,0.4,2665,175,3.4
Dällikon,Dällikon,01.01.2018,01.01.2018,64,1713.28,17.1328,33.4,894.118,8.94118,0.3,8.031,0.08031,1.8,48.186,0.48186,403,22,98.3,46.8,13.385,0.13385,0.5,2677,192,4.4
Dällikon,Dällikon,01.01.2019,01.01.2019,63,1724.94,17.2494,33.6,919.968,9.19968,0.4,10.952,0.10952,2.5,68.45,0.6845,433,26,104.7,47.2,13.69,0.1369,0.5,2738,195,4.6
Dällikon,Dällikon,01.01.2020,01.01.2020,62.5,1746.25,17.4625,32.9,919.226,9.19226,0.9,25.146,0.25146,3.3,92.202,0.92202,455,34,109.1,34.3,11.176,0.11176,0.4,2794,143,4.2
Dällikon,Dällikon,01.01.2021,01.01.2021,60.8,1742.528,17.42528,32.5,931.45,9.3145,1.3,37.258,0.37258,5.1,146.166,1.46166,453,24,106.1,45.2,8.598,0.08598,0.3,2866,193,3.7
Dällikon,Dällikon,01.01.2022,01.01.2022,60.1,1711.648,17.11648,30.9,880.032,8.80032,2.1,59.808,0.59808,6.7,190.816,1.90816,452,18,105.3,31,8.544,0.08544,0.3,2848,133,4.2
,Dällikon,,01.01.2023,56.3,1680.555,16.80555,27.1,808.935,8.08935,4,119.4,1.194,12.3,367.155,3.67155,450,25,105.4,78.5,8.955,0.08955,0.3,2985,335,
,Dänikon,,01.01.2002,94,926.84,9.2684,5.7,56.202,0.56202,0.2,1.972,0.01972,0,0,0,153,7,86.5,44.1,0.986,0.00986,0.1,986,78,
,Dänikon,,01.01.2003,92.6,922.296,9.22296,7.1,70.716,0.70716,0.2,1.992,0.01992,0,0,0,139,8,78.7,31.7,0.996,0.00996,0.1,996,56,
,Dänikon,,01.01.2004,90.6,907.812,9.07812,9.1,91.182,0.91182,0.2,2.004,0.02004,0,0,0,137,5,76.4,31.2,1.002,0.01002,0.1,1002,56,
,Dänikon,,01.01.2005,89.7,905.073,9.05073,10,100.9,1.009,0.1,1.009,0.01009,0,0,0,136,13,77,23.8,2.018,0.02018,0.2,1009,42,
,Dänikon,,01.01.2006,88.5,907.125,9.07125,11.1,113.775,1.13775,0.1,1.025,0.01025,0.1,1.025,0.01025,137,8,77.4,26,2.05,0.0205,0.2,1025,46,
,Dänikon,,01.01.2007,86.8,883.624,8.83624,12.5,127.25,1.2725,0.1,1.018,0.01018,0.2,2.036,0.02036,133,4,75,25.4,4.072,0.04072,0.4,1018,45,
,Dänikon,,01.01.2008,85.3,884.561,8.84561,13.9,144.143,1.44143,0.1,1.037,0.01037,0.3,3.111,0.03111,146,11,81.6,28.5,4.148,0.04148,0.4,1037,51,
,Dänikon,,01.01.2009,83.3,911.302,9.11302,16,175.04,1.7504,0.1,1.094,0.01094,0.3,3.282,0.03282,142,14,77.3,30.5,4.376,0.04376,0.4,1094,56,
Dänikon,Dänikon,01.01.2010,01.01.2010,81.7,924.027,9.24027,17.3,195.663,1.95663,0.1,1.131,0.01131,0.5,5.655,0.05655,149,11,78.3,27.3,4.524,0.04524,0.4,1131,52,5.3
Dänikon,Dänikon,01.01.2011,01.01.2011,78.8,908.564,9.08564,20.2,232.906,2.32906,0.1,1.153,0.01153,0.5,5.765,0.05765,157,12,82.5,37.3,3.459,0.03459,0.3,1153,71,4.2
Dänikon,Dänikon,01.01.2012,01.01.2012,76.6,917.668,9.17668,22,263.56,2.6356,0.1,1.198,0.01198,0.8,9.584,0.09584,161,15,84.2,40.8,5.99,0.0599,0.5,1198,78,1
Dänikon,Dänikon,01.01.2013,01.01.2013,74.6,885.502,8.85502,24.2,287.254,2.87254,0.1,1.187,0.01187,0.7,8.309,0.08309,162,9,84,33.2,4.748,0.04748,0.4,1187,64,2.1
Dänikon,Dänikon,01.01.2014,01.01.2014,72.9,849.285,8.49285,25.8,300.57,3.0057,0,0,0,0.9,10.485,0.10485,159,10,81.7,30.8,4.66,0.0466,0.4,1165,60,4.1
Dänikon,Dänikon,01.01.2015,01.01.2015,71.7,843.909,8.43909,26.7,314.259,3.14259,0.1,1.177,0.01177,1,11.77,0.1177,174,13,89.5,35.5,5.885,0.05885,0.5,1177,69,1.1
Dänikon,Dänikon,01.01.2016,01.01.2016,69.6,820.584,8.20584,28.5,336.015,3.36015,0.1,1.179,0.01179,1.4,16.506,0.16506,178,11,94.3,39.7,5.895,0.05895,0.5,1179,75,3.2
Dänikon,Dänikon,01.01.2017,01.01.2017,69.2,823.48,8.2348,28.5,339.15,3.3915,0.3,3.57,0.0357,1.5,17.85,0.1785,183,8,97.5,35.7,5.95,0.0595,0.5,1190,67,5.9
Dänikon,Dänikon,01.01.2018,01.01.2018,68.2,814.308,8.14308,29.1,347.454,3.47454,0.4,4.776,0.04776,1.8,21.492,0.21492,186,4,99.5,34.8,5.97,0.0597,0.5,1194,65,1.6
Dänikon,Dänikon,01.01.2019,01.01.2019,66.7,795.731,7.95731,29.9,356.707,3.56707,1,11.93,0.1193,1.9,22.667,0.22667,182,8,97.2,43.2,4.772,0.04772,0.4,1193,81,5.4
Dänikon,Dänikon,01.01.2020,01.01.2020,67.2,788.256,7.88256,29,340.17,3.4017,1,11.73,0.1173,2.4,28.152,0.28152,190,6,102.2,30.6,3.519,0.03519,0.3,1173,57,3.8
Dänikon,Dänikon,01.01.2021,01.01.2021,65.6,757.024,7.57024,27.9,321.966,3.21966,2.2,25.388,0.25388,4,46.16,0.4616,199,18,107.7,27.6,3.462,0.03462,0.3,1154,51,2.7
Dänikon,Dänikon,01.01.2022,01.01.2022,65.3,750.297,7.50297,26.6,305.634,3.05634,2.8,32.172,0.32172,5,57.45,0.5745,210,17,113.6,21.1,3.447,0.03447,0.3,1149,39,3.8
,Dänikon,,01.01.2023,64.3,761.955,7.61955,24.9,295.065,2.95065,4,47.4,0.474,6.3,74.655,0.74655,220,7,118.2,24.2,5.925,0.05925,0.5,1185,45,
,Dielsdorf,,01.01.2002,93.5,2672.23,26.7223,6.5,185.77,1.8577,0,0,0,0,0,0,341,63,72.9,108.6,0,0,0,2858,508,
,Dielsdorf,,01.01.2003,91.8,2657.61,26.5761,8.2,237.39,2.3739,0,0,0,0,0,0,321,61,68.2,96.9,0,0,0,2895,456,
,Dielsdorf,,01.01.2004,90.6,2705.316,27.05316,9.4,280.684,2.80684,0,0,0,0,0,0,336,69,71.1,98.6,0,0,0,2986,466,
,Dielsdorf,,01.01.2005,86.6,2757.344,27.57344,13.4,426.656,4.26656,0,0,0,0,0,0,339,64,70.6,111.9,0,0,0,3184,537,
,Dielsdorf,,01.01.2006,84.4,2824.024,28.24024,15.6,521.976,5.21976,0,0,0,0,0,0,359,61,73.1,118.7,0,0,0,3346,583,
,Dielsdorf,,01.01.2007,81.1,2806.06,28.0606,18.6,643.56,6.4356,0,0,0,0.1,3.46,0.0346,378,58,75.4,141.3,3.46,0.0346,0.1,3460,708,
,Dielsdorf,,01.01.2008,78.6,2793.444,27.93444,21.1,749.894,7.49894,0,0,0,0.2,7.108,0.07108,398,70,77.5,129.5,3.554,0.03554,0.1,3554,665,
,Dielsdorf,,01.01.2009,77.1,2861.181,28.61181,22.5,834.975,8.34975,0,0,0,0.3,11.133,0.11133,393,61,72.6,124.1,3.711,0.03711,0.1,3711,672,
Dielsdorf,Dielsdorf,01.01.2010,01.01.2010,76.2,2849.118,28.49118,22.6,845.014,8.45014,0,0,0,1.1,41.129,0.41129,398,51,72.3,115.9,3.739,0.03739,0.1,3739,638,12.8
Dielsdorf,Dielsdorf,01.01.2011,01.01.2011,74.8,2840.156,28.40156,24.1,915.077,9.15077,0,0,0,1,37.97,0.3797,420,60,74.4,116,7.594,0.07594,0.2,3797,655,11.6
Dielsdorf,Dielsdorf,01.01.2012,01.01.2012,74.1,2787.642,27.87642,24.4,917.928,9.17928,0.2,7.524,0.07524,1.1,41.382,0.41382,425,70,73.7,124.2,7.524,0.07524,0.2,3762,716,11.1
Dielsdorf,Dielsdorf,01.01.2013,01.01.2013,70.3,2789.504,27.89504,28.1,1115.008,11.15008,0.3,11.904,0.11904,1.2,47.616,0.47616,459,71,79.3,142,7.936,0.07936,0.2,3968,822,9.4
Dielsdorf,Dielsdorf,01.01.2014,01.01.2014,69.3,2869.02,28.6902,28.2,1167.48,11.6748,1.2,49.68,0.4968,1.2,49.68,0.4968,468,79,79.7,157.7,4.14,0.0414,0.1,4140,926,15.1
Dielsdorf,Dielsdorf,01.01.2015,01.01.2015,62.1,2812.509,28.12509,28,1268.12,12.6812,7.9,357.791,3.57791,1.9,86.051,0.86051,468,82,79.2,209.5,9.058,0.09058,0.2,4529,1238,11.5
Dielsdorf,Dielsdorf,01.01.2016,01.01.2016,61,2787.09,27.8709,29.5,1347.855,13.47855,5.9,269.571,2.69571,3.4,155.346,1.55346,428,56,72.3,192.2,4.569,0.04569,0.1,4569,1137,14.6
Dielsdorf,Dielsdorf,01.01.2017,01.01.2017,59.6,2703.456,27.03456,31.1,1410.696,14.10696,4.9,222.264,2.22264,4.2,190.512,1.90512,453,72,76,165.7,4.536,0.04536,0.1,4536,988,11.8
Dielsdorf,Dielsdorf,01.01.2018,01.01.2018,52.4,2505.768,25.05768,31.1,1487.202,14.87202,13.3,636.006,6.36006,3.1,148.242,1.48242,465,61,78.3,237.2,4.782,0.04782,0.1,4782,1409,12.7
Dielsdorf,Dielsdorf,01.01.2019,01.01.2019,58.3,2514.479,25.14479,31.2,1345.656,13.45656,6.4,276.032,2.76032,4,172.52,1.7252,460,68,76.8,153.3,4.313,0.04313,0.1,4313,918,9.9
Dielsdorf,Dielsdorf,01.01.2020,01.01.2020,59.1,2452.65,24.5265,29.4,1220.1,12.201,5.6,232.4,2.324,5.7,236.55,2.3655,492,76,82.6,105.2,4.15,0.0415,0.1,4150,627,12.7
Dielsdorf,Dielsdorf,01.01.2021,01.01.2021,56.8,2270.864,22.70864,27.7,1107.446,11.07446,5.4,215.892,2.15892,9.9,395.802,3.95802,479,80,80.3,101.6,7.996,0.07996,0.2,3998,606,12.9
Dielsdorf,Dielsdorf,01.01.2022,01.01.2022,55.7,2207.391,22.07391,26.7,1058.121,10.58121,5.3,210.039,2.10039,12.1,479.523,4.79523,492,60,81.4,83.9,7.926,0.07926,0.2,3963,507,11.2
,Dielsdorf,,01.01.2023,55.6,2198.98,21.9898,24.8,980.84,9.8084,6.3,249.165,2.49165,13.2,522.06,5.2206,511,55,83.2,84,7.91,0.0791,0.2,3955,516,
,Hüttikon,,01.01.2002,95.5,322.79,3.2279,4.5,15.21,0.1521,0,0,0,0,0,0,47,3,88.7,41.5,0,0,0,338,22,
,Hüttikon,,01.01.2003,94.4,325.68,3.2568,5.6,19.32,0.1932,0,0,0,0,0,0,42,3,79.4,34,0,0,0,345,18,
,Hüttikon,,01.01.2004,93.7,312.958,3.12958,6.3,21.042,0.21042,0,0,0,0,0,0,48,4,92.1,40.3,0,0,0,334,21,
,Hüttikon,,01.01.2005,92.3,325.819,3.25819,7.7,27.181,0.27181,0,0,0,0,0,0,43,2,83,44.4,0,0,0,353,23,
,Hüttikon,,01.01.2006,90.7,348.288,3.48288,9.3,35.712,0.35712,0,0,0,0,0,0,56,3,102,34.6,0,0,0,384,19,
,Hüttikon,,01.01.2007,89.2,378.208,3.78208,10.3,43.672,0.43672,0,0,0,0.2,0.848,0.00848,64,3,114.3,44.6,0.848,0.00848,0.2,424,25,
,Hüttikon,,01.01.2008,88.7,391.167,3.91167,10.6,46.746,0.46746,0,0,0,0.2,0.882,0.00882,71,4,113.2,41.5,2.205,0.02205,0.5,441,26,
,Hüttikon,,01.01.2009,86.5,383.195,3.83195,12.8,56.704,0.56704,0,0,0,0.2,0.886,0.00886,76,8,114.1,33,2.215,0.02215,0.5,443,22,
Hüttikon,Hüttikon,01.01.2010,01.01.2010,84.9,387.993,3.87993,14.2,64.894,0.64894,0,0,0,0.2,0.914,0.00914,63,2,96.3,33.6,3.199,0.03199,0.7,457,22,1.5
Hüttikon,Hüttikon,01.01.2011,01.01.2011,83.1,398.88,3.9888,15.6,74.88,0.7488,0,0,0,0.4,1.92,0.0192,67,1,100.8,37.6,3.84,0.0384,0.8,480,25,4.5
Hüttikon,Hüttikon,01.01.2012,01.01.2012,79.1,384.426,3.84426,19,92.34,0.9234,0,0,0,0.6,2.916,0.02916,66,4,99.4,54.2,6.318,0.06318,1.3,486,36,6
Hüttikon,Hüttikon,01.01.2013,01.01.2013,77.1,391.668,3.91668,21.3,108.204,1.08204,0,0,0,0.6,3.048,0.03048,74,6,110.8,44.9,5.08,0.0508,1,508,30,7.4
Hüttikon,Hüttikon,01.01.2014,01.01.2014,75.9,386.331,3.86331,21.7,110.453,1.10453,0,0,0,1.2,6.108,0.06108,89,8,131.1,47.1,6.108,0.06108,1.2,509,32,5.7
Hüttikon,Hüttikon,01.01.2015,01.01.2015,70.9,382.86,3.8286,26.7,144.18,1.4418,0,0,0,1.3,7.02,0.0702,100,4,142.2,54.1,5.94,0.0594,1.1,540,38,3.4
Hüttikon,Hüttikon,01.01.2016,01.01.2016,70.9,428.945,4.28945,26.9,162.745,1.62745,0.2,1.21,0.0121,1.2,7.26,0.0726,108,8,122.9,45.5,4.84,0.0484,0.8,605,40,3.3
Hüttikon,Hüttikon,01.01.2017,01.01.2017,67.9,422.338,4.22338,29.5,183.49,1.8349,0.3,1.866,0.01866,1.5,9.33,0.0933,101,5,110.3,38.2,4.976,0.04976,0.8,622,35,9.7
Hüttikon,Hüttikon,01.01.2018,01.01.2018,66.2,389.918,3.89918,30.4,179.056,1.79056,0.5,2.945,0.02945,2,11.78,0.1178,87,3,94.1,49.7,5.301,0.05301,0.9,589,46,3.3
Hüttikon,Hüttikon,01.01.2019,01.01.2019,67.2,412.608,4.12608,28.3,173.762,1.73762,0.8,4.912,0.04912,3,18.42,0.1842,108,7,117.1,43.4,4.298,0.04298,0.7,614,40,5.3
Hüttikon,Hüttikon,01.01.2020,01.01.2020,67.7,406.877,4.06877,27.3,164.073,1.64073,1.2,7.212,0.07212,3.5,21.035,0.21035,123,14,129.6,31.6,1.803,0.01803,0.3,601,30,9.5
Hüttikon,Hüttikon,01.01.2021,01.01.2021,65.1,386.694,3.86694,25.7,152.658,1.52658,2.6,15.444,0.15444,6.5,38.61,0.3861,139,11,146.8,35.9,1.188,0.01188,0.2,594,34,7.6
Hüttikon,Hüttikon,01.01.2022,01.01.2022,62.9,375.513,3.75513,26.4,157.608,1.57608,2.4,14.328,0.14328,8.1,48.357,0.48357,133,7,143.9,21.6,1.194,0.01194,0.2,597,20,7.3
,Hüttikon,,01.01.2023,61.3,376.995,3.76995,25,153.75,1.5375,3.6,22.14,0.2214,9.9,60.885,0.60885,135,7,140.8,31.3,1.23,0.0123,0.2,615,30,
,Neerach,,01.01.2002,94.7,1561.603,15.61603,5.2,85.748,0.85748,0,0,0,0,0,0,189,15,76.7,64.9,1.649,0.01649,0.1,1649,160,
,Neerach,,01.01.2003,93.3,1585.167,15.85167,6.6,112.134,1.12134,0,0,0,0,0,0,213,17,84.8,60.5,1.699,0.01699,0.1,1699,152,
,Neerach,,01.01.2004,91.8,1599.156,15.99156,8.1,141.102,1.41102,0,0,0,0,0,0,238,33,92.7,52.6,1.742,0.01742,0.1,1742,135,
,Neerach,,01.01.2005,90.6,1590.03,15.9003,8.9,156.195,1.56195,0,0,0,0,0,0,243,18,92.9,55.4,10.53,0.1053,0.6,1755,145,
,Neerach,,01.01.2006,89.9,1670.342,16.70342,9.6,178.368,1.78368,0,0,0,0.3,5.574,0.05574,264,24,99.7,47.6,3.716,0.03716,0.2,1858,126,
,Neerach,,01.01.2007,88.4,1691.092,16.91092,11,210.43,2.1043,0,0,0,0.3,5.739,0.05739,266,26,98.4,61,3.826,0.03826,0.2,1913,165,
,Neerach,,01.01.2008,86.4,1703.808,17.03808,12.8,252.416,2.52416,0,0,0,0.5,9.86,0.0986,270,23,96.2,54.1,5.916,0.05916,0.3,1972,152,
,Neerach,,01.01.2009,85,1721.25,17.2125,13.9,281.475,2.81475,0,0,0,0.6,12.15,0.1215,264,21,90.7,52.5,8.1,0.081,0.4,2025,153,
Neerach,Neerach,01.01.2010,01.01.2010,83.8,1694.436,16.94436,15.1,305.322,3.05322,0,0,0,0.7,14.154,0.14154,246,18,83.5,54,8.088,0.08088,0.4,2022,159,10.4
Neerach,Neerach,01.01.2011,01.01.2011,82.2,1725.378,17.25378,16.8,352.632,3.52632,0,0,0,0.7,14.693,0.14693,271,28,91.3,55.6,8.396,0.08396,0.4,2099,165,4
Neerach,Neerach,01.01.2012,01.01.2012,78.5,1664.2,16.642,20.1,426.12,4.2612,0,0,0,1,21.2,0.212,286,30,94.9,57.1,10.6,0.106,0.5,2120,172,7.3
Neerach,Neerach,01.01.2013,01.01.2013,76.9,1674.882,16.74882,21.5,468.27,4.6827,0,0,0,1.2,26.136,0.26136,285,26,94.4,62.9,8.712,0.08712,0.4,2178,190,6
Neerach,Neerach,01.01.2014,01.01.2014,75.3,1677.684,16.77684,22.8,507.984,5.07984,0.2,4.456,0.04456,1.3,28.964,0.28964,272,24,90,47,8.912,0.08912,0.4,2228,142,7
Neerach,Neerach,01.01.2015,01.01.2015,74.3,1675.465,16.75465,23.6,532.18,5.3218,0.3,6.765,0.06765,1.5,33.825,0.33825,298,20,99.2,56.6,6.765,0.06765,0.3,2255,170,4.9
Neerach,Neerach,01.01.2016,01.01.2016,73.1,1666.68,16.6668,24.6,560.88,5.6088,0.4,9.12,0.0912,1.6,36.48,0.3648,322,29,105.8,57.8,9.12,0.0912,0.4,2280,176,8.4
Neerach,Neerach,01.01.2017,01.01.2017,71.3,1652.734,16.52734,26.1,604.998,6.04998,0.7,16.226,0.16226,1.6,37.088,0.37088,337,22,108.5,60.5,6.954,0.06954,0.3,2318,188,7.6
Neerach,Neerach,01.01.2018,01.01.2018,69.6,1617.504,16.17504,27.1,629.804,6.29804,1,23.24,0.2324,1.9,44.156,0.44156,343,27,109.2,56.7,9.296,0.09296,0.4,2324,178,7.3
Neerach,Neerach,01.01.2019,01.01.2019,68.6,1594.95,15.9495,27.1,630.075,6.30075,1.3,30.225,0.30225,2.6,60.45,0.6045,339,29,106.9,56.8,9.3,0.093,0.4,2325,180,8.5
Neerach,Neerach,01.01.2020,01.01.2020,68.1,1579.239,15.79239,26.5,614.535,6.14535,1.6,37.104,0.37104,3.5,81.165,0.81165,333,20,104.9,41.3,6.957,0.06957,0.3,2319,131,7.1
Neerach,Neerach,01.01.2021,01.01.2021,67.1,1574.166,15.74166,24.6,577.116,5.77116,2.4,56.304,0.56304,5.6,131.376,1.31376,347,21,107.6,42.5,4.692,0.04692,0.2,2346,137,9.5
Neerach,Neerach,01.01.2022,01.01.2022,65.1,1536.36,15.3636,23.6,556.96,5.5696,3.4,80.24,0.8024,7.7,181.72,1.8172,334,21,102.2,38.2,4.72,0.0472,0.2,2360,125,6
,Neerach,,01.01.2023,64.3,1526.482,15.26482,21.4,508.036,5.08036,4.9,116.326,1.16326,9.3,220.782,2.20782,339,26,102.2,39.2,4.748,0.04748,0.2,2374,130,
,Niederglatt,,01.01.2002,96.5,2048.695,20.48695,3.5,74.305,0.74305,0,0,0,0,0,0,251,14,66.1,36.1,0,0,0,2123,137,
,Niederglatt,,01.01.2003,95,2052,20.52,4.9,105.84,1.0584,0,0,0,0,0,0,259,18,67.6,30,2.16,0.0216,0.1,2160,115,
,Niederglatt,,01.01.2004,93.3,2100.183,21.00183,6.6,148.566,1.48566,0,0,0,0,0,0,271,12,68.7,32.4,2.251,0.02251,0.1,2251,128,
,Niederglatt,,01.01.2005,91.6,2107.716,21.07716,8.3,190.983,1.90983,0,0,0,0,0,0,288,29,71.4,35.9,2.301,0.02301,0.1,2301,145,
,Niederglatt,,01.01.2006,89.4,2132.19,21.3219,10.4,248.04,2.4804,0,0,0,0,0,0,309,14,74.5,34.2,2.385,0.02385,0.1,2385,142,
,Niederglatt,,01.01.2007,88.2,2165.31,21.6531,11.5,282.325,2.82325,0,0,0,0.1,2.455,0.02455,324,23,76.6,32.6,4.91,0.0491,0.2,2455,138,
,Niederglatt,,01.01.2008,87.2,2166.92,21.6692,12.3,305.655,3.05655,0,0,0,0.2,4.97,0.0497,339,29,78,32.2,4.97,0.0497,0.2,2485,140,
,Niederglatt,,01.01.2009,85,2146.25,21.4625,14.1,356.025,3.56025,0.1,2.525,0.02525,0.6,15.15,0.1515,344,18,77.1,30.9,5.05,0.0505,0.2,2525,138,
Niederglatt,Niederglatt,01.01.2010,01.01.2010,83.3,2144.975,21.44975,15.7,404.275,4.04275,0.1,2.575,0.02575,0.7,18.025,0.18025,355,27,78.1,27.7,7.725,0.07725,0.3,2575,126,4.2
Niederglatt,Niederglatt,01.01.2011,01.01.2011,83.1,2133.177,21.33177,15.7,403.019,4.03019,0.1,2.567,0.02567,0.8,20.536,0.20536,362,19,79.2,37.2,7.701,0.07701,0.3,2567,170,4.2
Niederglatt,Niederglatt,01.01.2012,01.01.2012,80.1,2091.411,20.91411,18.7,488.257,4.88257,0,0,0,0.8,20.888,0.20888,370,25,81.4,40.9,7.833,0.07833,0.3,2611,186,4.2
Niederglatt,Niederglatt,01.01.2013,01.01.2013,77.7,2080.029,20.80029,20.9,559.493,5.59493,0,0,0,1.1,29.447,0.29447,367,27,80.3,37.2,8.031,0.08031,0.3,2677,170,3.9
Niederglatt,Niederglatt,01.01.2014,01.01.2014,76.1,2085.14,20.8514,22.3,611.02,6.1102,0.1,2.74,0.0274,1.2,32.88,0.3288,353,18,76,39,8.22,0.0822,0.3,2740,181,2.8
Niederglatt,Niederglatt,01.01.2015,01.01.2015,75,2049.75,20.4975,23.3,636.789,6.36789,0.2,5.466,0.05466,1.2,32.796,0.32796,378,24,80.2,36.9,8.199,0.08199,0.3,2733,174,3.6
Niederglatt,Niederglatt,01.01.2016,01.01.2016,73.2,2074.488,20.74488,24.7,699.998,6.99998,0.3,8.502,0.08502,1.4,39.676,0.39676,413,28,86.9,31.6,8.502,0.08502,0.3,2834,150,4.7
Niederglatt,Niederglatt,01.01.2017,01.01.2017,71.1,2038.437,20.38437,26.6,762.622,7.62622,0.4,11.468,0.11468,1.7,48.739,0.48739,415,21,84.9,38,5.734,0.05734,0.2,2867,186,4.7
Niederglatt,Niederglatt,01.01.2018,01.01.2018,70.1,2027.292,20.27292,27.2,786.624,7.86624,0.6,17.352,0.17352,1.9,54.948,0.54948,396,25,80.5,36.4,8.676,0.08676,0.3,2892,179,4.1
Niederglatt,Niederglatt,01.01.2019,01.01.2019,67.9,1981.322,19.81322,28.7,837.466,8.37466,0.7,20.426,0.20426,2.5,72.95,0.7295,382,15,77.4,37.1,5.836,0.05836,0.2,2918,183,4
Niederglatt,Niederglatt,01.01.2020,01.01.2020,66.7,1959.646,19.59646,29.2,857.896,8.57896,1,29.38,0.2938,3,88.14,0.8814,408,22,81.7,29.7,5.876,0.05876,0.2,2938,148,5.7
Niederglatt,Niederglatt,01.01.2021,01.01.2021,65.2,1897.972,18.97972,28.7,835.457,8.35457,1.3,37.843,0.37843,4.5,130.995,1.30995,445,33,90.1,26.5,5.822,0.05822,0.2,2911,131,4.8
Niederglatt,Niederglatt,01.01.2022,01.01.2022,63.4,1924.824,19.24824,28.5,865.26,8.6526,2.2,66.792,0.66792,5.7,173.052,1.73052,440,32,88.7,27.4,6.072,0.06072,0.2,3036,136,4.8
,Niederglatt,,01.01.2023,62.4,1923.168,19.23168,27.5,847.55,8.4755,3.1,95.542,0.95542,6.8,209.576,2.09576,458,31,88.6,28.3,6.164,0.06164,0.2,3082,146,
,Niederhasli,,01.01.2002,95.8,4050.424,40.50424,4.2,177.576,1.77576,0,0,0,0,0,0,557,32,72.6,39.4,0,0,0,4228,302,
,Niederhasli,,01.01.2003,94.8,4031.844,40.31844,5.1,216.903,2.16903,0,0,0,0,0,0,576,43,75.4,32,0,0,0,4253,244,
,Niederhasli,,01.01.2004,93.9,4017.981,40.17981,6,256.74,2.5674,0,0,0,0,0,0,578,42,75,30.1,4.279,0.04279,0.1,4279,232,
,Niederhasli,,01.01.2005,92.4,3981.516,39.81516,7.4,318.866,3.18866,0,0,0,0,0,0,583,39,75.6,32,8.618,0.08618,0.2,4309,247,
,Niederhasli,,01.01.2006,90.7,3974.474,39.74474,9,394.38,3.9438,0,0,0,0.1,4.382,0.04382,573,35,73.9,34.2,8.764,0.08764,0.2,4382,265,
,Niederhasli,,01.01.2007,88.8,3944.496,39.44496,10.8,479.736,4.79736,0,0,0,0.2,8.884,0.08884,604,32,77.8,32.2,8.884,0.08884,0.2,4442,250,
,Niederhasli,,01.01.2008,87.2,3968.472,39.68472,12.4,564.324,5.64324,0,0,0,0.2,9.102,0.09102,628,41,77.8,34.1,9.102,0.09102,0.2,4551,275,
,Niederhasli,,01.01.2009,85.8,3998.28,39.9828,13.7,638.42,6.3842,0,0,0,0.3,13.98,0.1398,591,42,71.4,32.6,13.98,0.1398,0.3,4660,270,
Niederhasli,Niederhasli,01.01.2010,01.01.2010,84.3,3967.158,39.67158,15,705.9,7.059,0,0,0,0.3,14.118,0.14118,629,38,74.8,33.4,18.824,0.18824,0.4,4706,281,8
Niederhasli,Niederhasli,01.01.2011,01.01.2011,82.6,4009.404,40.09404,16.4,796.056,7.96056,0,0,0,0.6,29.124,0.29124,632,30,74.1,39.1,19.416,0.19416,0.4,4854,333,5.2
Niederhasli,Niederhasli,01.01.2012,01.01.2012,80,3980.8,39.808,18.8,935.488,9.35488,0,0,0,0.8,39.808,0.39808,667,36,77.6,44.3,19.904,0.19904,0.4,4976,381,6.5
Niederhasli,Niederhasli,01.01.2013,01.01.2013,77.6,3912.592,39.12592,21,1058.82,10.5882,0,0,0,1.1,55.462,0.55462,693,50,79.6,38.3,20.168,0.20168,0.4,5042,334,5.2
